3.5124,1,1
4.4429,2,1
5.6636,3,1
6.4766,1,2
7.0248,2,2
7.0248,4,1
7.854,3,2
8.459,5,1
8.8858,4,2
9.5548,1,3
9.9346,2,3
9.9346,6,1
10.058,5,2
10.537,3,3
11.327,4,3
11.327,6,2
12.268,5,3
12.664,1,4
12.953,2,4
13.329,6,3
13.421,3,4
14.05,4,4
14.819,5,4
15.708,6,4
15.786,1,5
16.019,2,5
16.4,3,5
16.918,4,5
17.562,5,5
18.318,6,5
18.915,1,6
19.11,2,6
19.43,3,6
19.869,4,6
20.42,5,6
21.074,6,6
